query_id,reference_id
Q04979,R806264
Q04980,
Q04981,
Q04982,
Q04983,R462244
Q04984,
Q04985,
Q04986,
Q04987,
Q04988,
Q04989,
Q04990,R790188
Q04991,
Q04992,
Q04993,
Q04994,
Q04995,
Q04996,
Q04997,R826424
Q04998,R578898
Q04999,R462973
Q05000,
Q05001,
Q05002,
Q05003,
Q05004,
Q05005,R475672
Q05006,
Q05007,R072319
Q05008,
Q05009,
Q05010,
Q05011,R849384
Q05012,
Q05013,
Q05014,
Q05015,R170326
Q05016,R222262
Q05017,
Q05018,
Q05019,
Q05020,
Q05021,R164007
Q05022,
Q05023,R322607
Q05024,
Q05025,R631929
Q05026,
Q05027,R655526
Q05028,
Q05029,
Q05030,
Q05031,
Q05032,
Q05033,R051249
Q05034,
Q05035,R945235
Q05036,
Q05037,
Q05038,
Q05039,R952604
Q05040,
Q05041,
Q05042,
Q05043,
Q05044,
Q05045,
Q05046,R010499
Q05047,R646672
Q05048,
Q05049,
Q05050,
Q05051,
Q05052,R857730
Q05053,
Q05054,
Q05055,
Q05056,
Q05057,
Q05058,
Q05059,
Q05060,
Q05061,
Q05062,
Q05063,R141418
Q05064,
Q05065,
Q05066,
Q05067,
Q05068,
Q05069,
Q05070,
Q05071,
Q05072,
Q05073,R282862
Q05074,
Q05075,
Q05076,
Q05077,R140835
Q05078,
Q05079,
Q05080,
Q05081,
Q05082,
Q05083,
Q05084,
Q05085,
Q05086,
Q05087,
Q05088,
Q05089,
Q05090,
Q05091,
Q05092,
Q05093,
Q05094,R519720
Q05095,
Q05096,
Q05097,
Q05098,R412309
Q05099,
Q05100,
Q05101,
Q05102,
Q05103,R714970
Q05104,
Q05105,
Q05106,
Q05107,
Q05108,
Q05109,
Q05110,
Q05111,
Q05112,
Q05113,
Q05114,
Q05115,R350680
Q05116,
Q05117,
Q05118,R626417
Q05119,R863408
Q05120,
Q05121,R430654
Q05122,
Q05123,R157957
Q05124,R919660
Q05125,
Q05126,
Q05127,R218467
Q05128,
Q05129,
Q05130,
Q05131,
Q05132,
Q05133,
Q05134,R586519
Q05135,
Q05136,
Q05137,
Q05138,
Q05139,
Q05140,
Q05141,
Q05142,
Q05143,R593364
Q05144,
Q05145,
Q05146,
Q05147,
Q05148,
Q05149,
Q05150,
Q05151,
Q05152,
Q05153,
Q05154,
Q05155,R598730
Q05156,
Q05157,
Q05158,
Q05159,
Q05160,
Q05161,
Q05162,
Q05163,
Q05164,R530492
Q05165,
Q05166,
Q05167,
Q05168,
Q05169,R248072
Q05170,R703622
Q05171,R702882
Q05172,
Q05173,
Q05174,
Q05175,
Q05176,
Q05177,R535189
Q05178,
Q05179,
Q05180,R675534
Q05181,
Q05182,
Q05183,
Q05184,
Q05185,
Q05186,
Q05187,R762226
Q05188,
Q05189,
Q05190,
Q05191,
Q05192,
Q05193,R885358
Q05194,
Q05195,
Q05196,
Q05197,
Q05198,
Q05199,
Q05200,
Q05201,
Q05202,
Q05203,
Q05204,
Q05205,R178980
Q05206,
Q05207,R590907
Q05208,R153660
Q05209,
Q05210,R209202
Q05211,
Q05212,
Q05213,
Q05214,
Q05215,
Q05216,
Q05217,R412066
Q05218,
Q05219,
Q05220,
Q05221,
Q05222,
Q05223,
Q05224,
Q05225,
Q05226,
Q05227,
Q05228,
Q05229,
Q05230,
Q05231,
Q05232,R825810
Q05233,
Q05234,
Q05235,
Q05236,
Q05237,R334803
Q05238,
Q05239,
Q05240,
Q05241,R808195
Q05242,
Q05243,
Q05244,
Q05245,R245411
Q05246,
Q05247,
Q05248,
Q05249,
Q05250,
Q05251,
Q05252,R524615
Q05253,R735245
Q05254,
Q05255,R523465
Q05256,
Q05257,
Q05258,
Q05259,
Q05260,R460074
Q05261,
Q05262,
Q05263,R835585
Q05264,
Q05265,
Q05266,R189232
Q05267,
Q05268,
Q05269,
Q05270,
Q05271,
Q05272,
Q05273,
Q05274,
Q05275,R644365
Q05276,
Q05277,R929920
Q05278,
Q05279,
Q05280,R991357
Q05281,R653146
Q05282,
Q05283,
Q05284,
Q05285,
Q05286,
Q05287,
Q05288,
Q05289,R951426
Q05290,
Q05291,R243679
Q05292,R434907
Q05293,
Q05294,
Q05295,R791854
Q05296,
Q05297,
Q05298,
Q05299,
Q05300,
Q05301,
Q05302,R212515
Q05303,
Q05304,R806764
Q05305,
Q05306,R013756
Q05307,
Q05308,R026258
Q05309,
Q05310,
Q05311,
Q05312,
Q05313,
Q05314,R272658
Q05315,
Q05316,
Q05317,
Q05318,
Q05319,
Q05320,
Q05321,R266972
Q05322,
Q05323,
Q05324,
Q05325,
Q05326,
Q05327,R254174
Q05328,R270998
Q05329,
Q05330,
Q05331,R443763
Q05332,
Q05333,
Q05334,
Q05335,
Q05336,
Q05337,
Q05338,
Q05339,
Q05340,
Q05341,
Q05342,
Q05343,
Q05344,R538878
Q05345,R597809
Q05346,R780487
Q05347,
Q05348,R114071
Q05349,R719509
Q05350,
Q05351,
Q05352,
Q05353,
Q05354,R970443
Q05355,
Q05356,
Q05357,
Q05358,
Q05359,
Q05360,
Q05361,
Q05362,R928236
Q05363,
Q05364,
Q05365,
Q05366,
Q05367,
Q05368,
Q05369,
Q05370,
Q05371,
Q05372,R685150
Q05373,
Q05374,
Q05375,
Q05376,
Q05377,
Q05378,
Q05379,
Q05380,
Q05381,
Q05382,
Q05383,
Q05384,
Q05385,
Q05386,
Q05387,
Q05388,R013394
Q05389,
Q05390,
Q05391,
Q05392,R472251
Q05393,
Q05394,
Q05395,
Q05396,
Q05397,
Q05398,
Q05399,
Q05400,
Q05401,
Q05402,
Q05403,
Q05404,R710462
Q05405,
Q05406,
Q05407,
Q05408,
Q05409,R703124
Q05410,
Q05411,
Q05412,
Q05413,
Q05414,
Q05415,
Q05416,
Q05417,
Q05418,R249152
Q05419,R992903
Q05420,
Q05421,R298846
Q05422,
Q05423,
Q05424,R741410
Q05425,
Q05426,R516599
Q05427,
Q05428,
Q05429,R317994
Q05430,
Q05431,
Q05432,R403058
Q05433,
Q05434,
Q05435,
Q05436,R457499
Q05437,
Q05438,
Q05439,
Q05440,
Q05441,
Q05442,
Q05443,
Q05444,
Q05445,
Q05446,
Q05447,
Q05448,
Q05449,
Q05450,
Q05451,
Q05452,
Q05453,
Q05454,
Q05455,
Q05456,
Q05457,
Q05458,R284895
Q05459,
Q05460,
Q05461,
Q05462,
Q05463,
Q05464,
Q05465,
Q05466,
Q05467,
Q05468,
Q05469,
Q05470,R721625
Q05471,
Q05472,
Q05473,
Q05474,
Q05475,
Q05476,R119199
Q05477,
Q05478,
Q05479,
Q05480,
Q05481,R567497
Q05482,
Q05483,
Q05484,
Q05485,
Q05486,R202022
Q05487,
Q05488,
Q05489,
Q05490,
Q05491,R285810
Q05492,
Q05493,
Q05494,
Q05495,
Q05496,
Q05497,
Q05498,
Q05499,R579425
Q05500,
Q05501,
Q05502,
Q05503,
Q05504,
Q05505,
Q05506,
Q05507,R896140
Q05508,
Q05509,
Q05510,R287060
Q05511,
Q05512,
Q05513,
Q05514,
Q05515,
Q05516,R365054
Q05517,
Q05518,
Q05519,
Q05520,
Q05521,
Q05522,
Q05523,R328432
Q05524,
Q05525,R718974
Q05526,
Q05527,
Q05528,R094480
Q05529,
Q05530,
Q05531,R673190
Q05532,
Q05533,R822660
Q05534,
Q05535,
Q05536,R630439
Q05537,
Q05538,
Q05539,
Q05540,
Q05541,
Q05542,
Q05543,R591131
Q05544,
Q05545,
Q05546,R247098
Q05547,
Q05548,
Q05549,
Q05550,
Q05551,
Q05552,R955061
Q05553,
Q05554,
Q05555,
Q05556,
Q05557,
Q05558,
Q05559,
Q05560,
Q05561,
Q05562,R002092
Q05563,R492243
Q05564,R253367
Q05565,
Q05566,
Q05567,
Q05568,
Q05569,
Q05570,
Q05571,R986304
Q05572,
Q05573,
Q05574,
Q05575,
Q05576,
Q05577,R366419
Q05578,R267852
Q05579,R195893
Q05580,
Q05581,R196575
Q05582,
Q05583,
Q05584,
Q05585,
Q05586,
Q05587,
Q05588,
Q05589,
Q05590,
Q05591,R636496
Q05592,
Q05593,
Q05594,R688695
Q05595,
Q05596,R516723
Q05597,
Q05598,R768840
Q05599,
Q05600,
Q05601,
Q05602,
Q05603,
Q05604,
Q05605,
Q05606,R559566
Q05607,
Q05608,
Q05609,
Q05610,
Q05611,
Q05612,
Q05613,
Q05614,
Q05615,
Q05616,
Q05617,R850748
Q05618,R979763
Q05619,
Q05620,
Q05621,
Q05622,
Q05623,
Q05624,
Q05625,
Q05626,
Q05627,
Q05628,R470146
Q05629,R984900
Q05630,
Q05631,
Q05632,R632284
Q05633,R561823
Q05634,R024358
Q05635,
Q05636,
Q05637,
Q05638,
Q05639,
Q05640,R261271
Q05641,
Q05642,
Q05643,R091083
Q05644,R479098
Q05645,
Q05646,
Q05647,
Q05648,
Q05649,R775772
Q05650,R679495
Q05651,
Q05652,
Q05653,R919804
Q05654,
Q05655,R254248
Q05656,
Q05657,R958765
Q05658,
Q05659,R876516
Q05660,
Q05661,
Q05662,
Q05663,
Q05664,
Q05665,
Q05666,
Q05667,
Q05668,
Q05669,
Q05670,R895440
Q05671,
Q05672,
Q05673,R711752
Q05674,
Q05675,
Q05676,
Q05677,
Q05678,
Q05679,
Q05680,
Q05681,
Q05682,R523246
Q05683,
Q05684,
Q05685,R171284
Q05686,
Q05687,R488206
Q05688,
Q05689,
Q05690,
Q05691,
Q05692,
Q05693,
Q05694,
Q05695,R416330
Q05696,
Q05697,
Q05698,
Q05699,
Q05700,R534358
Q05701,
Q05702,
Q05703,R591221
Q05704,
Q05705,
Q05706,
Q05707,
Q05708,
Q05709,
Q05710,
Q05711,
Q05712,
Q05713,
Q05714,
Q05715,
Q05716,
Q05717,
Q05718,
Q05719,
Q05720,
Q05721,
Q05722,R139540
Q05723,
Q05724,
Q05725,
Q05726,
Q05727,
Q05728,
Q05729,
Q05730,R411958
Q05731,
Q05732,
Q05733,
Q05734,
Q05735,
Q05736,
Q05737,R732618
Q05738,
Q05739,
Q05740,
Q05741,
Q05742,
Q05743,R115318
Q05744,
Q05745,R866746
Q05746,
Q05747,
Q05748,R945861
Q05749,
Q05750,
Q05751,R754092
Q05752,
Q05753,
Q05754,
Q05755,
Q05756,
Q05757,
Q05758,
Q05759,
Q05760,
Q05761,
Q05762,
Q05763,
Q05764,
Q05765,
Q05766,
Q05767,
Q05768,
Q05769,
Q05770,
Q05771,
Q05772,
Q05773,
Q05774,
Q05775,R365632
Q05776,
Q05777,
Q05778,
Q05779,R850934
Q05780,
Q05781,
Q05782,
Q05783,
Q05784,
Q05785,
Q05786,
Q05787,
Q05788,
Q05789,R425907
Q05790,
Q05791,R725467
Q05792,
Q05793,
Q05794,
Q05795,
Q05796,R775031
Q05797,
Q05798,
Q05799,
Q05800,R364117
Q05801,R636542
Q05802,
Q05803,
Q05804,
Q05805,
Q05806,
Q05807,
Q05808,
Q05809,
Q05810,
Q05811,
Q05812,
Q05813,R586214
Q05814,
Q05815,
Q05816,
Q05817,
Q05818,
Q05819,
Q05820,
Q05821,
Q05822,
Q05823,
Q05824,
Q05825,
Q05826,
Q05827,
Q05828,
Q05829,
Q05830,R820348
Q05831,
Q05832,
Q05833,R615950
Q05834,R225725
Q05835,
Q05836,
Q05837,
Q05838,
Q05839,
Q05840,R414213
Q05841,
Q05842,
Q05843,
Q05844,
Q05845,R162492
Q05846,R932708
Q05847,R110618
Q05848,R390358
Q05849,
Q05850,
Q05851,
Q05852,
Q05853,
Q05854,R952372
Q05855,R674402
Q05856,
Q05857,
Q05858,
Q05859,
Q05860,
Q05861,
Q05862,
Q05863,
Q05864,
Q05865,
Q05866,
Q05867,
Q05868,R604524
Q05869,
Q05870,
Q05871,
Q05872,
Q05873,
Q05874,R226831
Q05875,R736600
Q05876,R067094
Q05877,
Q05878,
Q05879,
Q05880,
Q05881,R007283
Q05882,
Q05883,
Q05884,
Q05885,
Q05886,R885974
Q05887,
Q05888,
Q05889,R212666
Q05890,
Q05891,
Q05892,
Q05893,R169342
Q05894,
Q05895,
Q05896,
Q05897,
Q05898,
Q05899,R403703
Q05900,
Q05901,
Q05902,
Q05903,
Q05904,
Q05905,
Q05906,R952330
Q05907,
Q05908,
Q05909,
Q05910,
Q05911,
Q05912,
Q05913,R830306
Q05914,
Q05915,
Q05916,
Q05917,
Q05918,
Q05919,
Q05920,R612027
Q05921,R823928
Q05922,
Q05923,
Q05924,
Q05925,R019908
Q05926,
Q05927,
Q05928,
Q05929,
Q05930,
Q05931,
Q05932,
Q05933,R599485
Q05934,
Q05935,
Q05936,
Q05937,
Q05938,
Q05939,
Q05940,
Q05941,
Q05942,
Q05943,
Q05944,
Q05945,R464617
Q05946,
Q05947,
Q05948,
Q05949,R731212
Q05950,
Q05951,
Q05952,
Q05953,
Q05954,
Q05955,
Q05956,
Q05957,R368426
Q05958,
Q05959,
Q05960,
Q05961,
Q05962,
Q05963,
Q05964,
Q05965,
Q05966,
Q05967,
Q05968,
Q05969,
Q05970,R939309
Q05971,
Q05972,
Q05973,
Q05974,
Q05975,
Q05976,
Q05977,
Q05978,
Q05979,R347145
Q05980,
Q05981,R156489
Q05982,R114213
Q05983,
Q05984,
Q05985,
Q05986,R318699
Q05987,
Q05988,
Q05989,
Q05990,
Q05991,
Q05992,
Q05993,
Q05994,
Q05995,
Q05996,
Q05997,
Q05998,
Q05999,
Q06000,
Q06001,
Q06002,R488755
Q06003,R218976
Q06004,
Q06005,
Q06006,
Q06007,
Q06008,
Q06009,
Q06010,R730856
Q06011,
Q06012,R574975
Q06013,
Q06014,R646843
Q06015,
Q06016,
Q06017,
Q06018,
Q06019,
Q06020,R071116
Q06021,R036637
Q06022,
Q06023,
Q06024,
Q06025,
Q06026,
Q06027,R463671
Q06028,R383995
Q06029,
Q06030,
Q06031,
Q06032,
Q06033,
Q06034,
Q06035,
Q06036,
Q06037,
Q06038,
Q06039,
Q06040,
Q06041,
Q06042,
Q06043,R299504
Q06044,
Q06045,
Q06046,
Q06047,R962438
Q06048,
Q06049,
Q06050,
Q06051,
Q06052,
Q06053,
Q06054,R790897
Q06055,
Q06056,
Q06057,R627273
Q06058,R911406
Q06059,
Q06060,
Q06061,
Q06062,R312482
Q06063,
Q06064,R674800
Q06065,
Q06066,
Q06067,R736378
Q06068,
Q06069,
Q06070,
Q06071,
Q06072,
Q06073,R956342
Q06074,
Q06075,
Q06076,R974528
Q06077,
Q06078,
Q06079,
Q06080,
Q06081,
Q06082,
Q06083,R362781
Q06084,
Q06085,
Q06086,R158056
Q06087,R460879
Q06088,
Q06089,
Q06090,
Q06091,
Q06092,
Q06093,
Q06094,
Q06095,R548996
Q06096,
Q06097,
Q06098,
Q06099,
Q06100,R262682
Q06101,R875367
Q06102,
Q06103,R574375
Q06104,R548491
Q06105,
Q06106,
Q06107,
Q06108,
Q06109,
Q06110,
Q06111,
Q06112,R936782
Q06113,R179793
Q06114,
Q06115,R521657
Q06116,
Q06117,R665247
Q06118,
Q06119,
Q06120,
Q06121,
Q06122,
Q06123,R291693
Q06124,
Q06125,
Q06126,R817649
Q06127,
Q06128,
Q06129,
Q06130,
Q06131,
Q06132,
Q06133,
Q06134,
Q06135,
Q06136,
Q06137,
Q06138,R870158
Q06139,
Q06140,
Q06141,
Q06142,
Q06143,
Q06144,
Q06145,
Q06146,
Q06147,R017928
Q06148,R246009
Q06149,
Q06150,R580417
Q06151,
Q06152,
Q06153,
Q06154,
Q06155,
Q06156,
Q06157,R246309
Q06158,
Q06159,
Q06160,
Q06161,R809594
Q06162,R189252
Q06163,
Q06164,
Q06165,R904913
Q06166,
Q06167,R913375
Q06168,R307613
Q06169,
Q06170,
Q06171,
Q06172,
Q06173,
Q06174,
Q06175,
Q06176,
Q06177,
Q06178,
Q06179,
Q06180,
Q06181,
Q06182,
Q06183,
Q06184,
Q06185,R614341
Q06186,R432614
Q06187,
Q06188,
Q06189,
Q06190,
Q06191,
Q06192,R519693
Q06193,R827530
Q06194,
Q06195,
Q06196,
Q06197,
Q06198,
Q06199,
Q06200,
Q06201,
Q06202,
Q06203,
Q06204,
Q06205,
Q06206,
Q06207,
Q06208,
Q06209,
Q06210,
Q06211,
Q06212,R908733
Q06213,
Q06214,R032575
Q06215,
Q06216,
Q06217,
Q06218,R625291
Q06219,
Q06220,R058665
Q06221,
Q06222,
Q06223,
Q06224,R964996
Q06225,
Q06226,
Q06227,
Q06228,
Q06229,
Q06230,
Q06231,R040305
Q06232,
Q06233,
Q06234,
Q06235,
Q06236,
Q06237,R489215
Q06238,
Q06239,
Q06240,R045080
Q06241,
Q06242,R953765
Q06243,R995155
Q06244,
Q06245,R412892
Q06246,R035974
Q06247,
Q06248,
Q06249,
Q06250,R705158
Q06251,
Q06252,
Q06253,R033241
Q06254,
Q06255,
Q06256,R930370
Q06257,R033376
Q06258,R211809
Q06259,
Q06260,
Q06261,
Q06262,
Q06263,
Q06264,R179371
Q06265,R136040
Q06266,
Q06267,
Q06268,
Q06269,
Q06270,
Q06271,
Q06272,R595909
Q06273,R400515
Q06274,
Q06275,
Q06276,
Q06277,R926994
Q06278,
Q06279,
Q06280,R337889
Q06281,
Q06282,R180005
Q06283,
Q06284,
Q06285,R901157
Q06286,
Q06287,
Q06288,
Q06289,
Q06290,
Q06291,
Q06292,R454843
Q06293,
Q06294,
Q06295,
Q06296,
Q06297,
Q06298,
Q06299,
Q06300,
Q06301,
Q06302,
Q06303,R059166
Q06304,
Q06305,
Q06306,
Q06307,
Q06308,
Q06309,
Q06310,R372508
Q06311,R663262
Q06312,
Q06313,R042210
Q06314,R456040
Q06315,
Q06316,
Q06317,
Q06318,R962789
Q06319,
Q06320,
Q06321,
Q06322,
Q06323,
Q06324,R537472
Q06325,
Q06326,
Q06327,
Q06328,R053821
Q06329,R347865
Q06330,
Q06331,
Q06332,
Q06333,
Q06334,
Q06335,
Q06336,
Q06337,R064174
Q06338,
Q06339,
Q06340,
Q06341,
Q06342,
Q06343,
Q06344,
Q06345,
Q06346,
Q06347,
Q06348,
Q06349,R101369
Q06350,
Q06351,
Q06352,
Q06353,
Q06354,R977796
Q06355,
Q06356,
Q06357,
Q06358,
Q06359,
Q06360,
Q06361,
Q06362,
Q06363,
Q06364,
Q06365,R110130
Q06366,
Q06367,
Q06368,
Q06369,
Q06370,
Q06371,
Q06372,
Q06373,R735197
Q06374,
Q06375,
Q06376,
Q06377,
Q06378,R441992
Q06379,
Q06380,
Q06381,
Q06382,
Q06383,
Q06384,R470056
Q06385,
Q06386,
Q06387,
Q06388,
Q06389,
Q06390,
Q06391,
Q06392,
Q06393,
Q06394,R645895
Q06395,
Q06396,
Q06397,
Q06398,R883175
Q06399,
Q06400,R078017
Q06401,
Q06402,
Q06403,
Q06404,R134016
Q06405,R466734
Q06406,
Q06407,
Q06408,R775422
Q06409,
Q06410,R228764
Q06411,
Q06412,
Q06413,R775992
Q06414,
Q06415,
Q06416,
Q06417,
Q06418,
Q06419,
Q06420,
Q06421,
Q06422,
Q06423,
Q06424,
Q06425,
Q06426,
Q06427,
Q06428,R968202
Q06429,R784357
Q06430,
Q06431,
Q06432,
Q06433,
Q06434,
Q06435,
Q06436,
Q06437,R484658
Q06438,
Q06439,
Q06440,
Q06441,R535632
Q06442,
Q06443,R851684
Q06444,R241399
Q06445,
Q06446,
Q06447,
Q06448,
Q06449,
Q06450,R609935
Q06451,
Q06452,
Q06453,
Q06454,
Q06455,
Q06456,
Q06457,
Q06458,
Q06459,
Q06460,
Q06461,
Q06462,
Q06463,
Q06464,
Q06465,
Q06466,
Q06467,R109068
Q06468,
Q06469,
Q06470,R518872
Q06471,
Q06472,
Q06473,R459254
Q06474,
Q06475,R687285
Q06476,
Q06477,
Q06478,
Q06479,
Q06480,
Q06481,
Q06482,
Q06483,
Q06484,
Q06485,
Q06486,
Q06487,
Q06488,R634149
Q06489,R088901
Q06490,
Q06491,
Q06492,
Q06493,
Q06494,
Q06495,
Q06496,
Q06497,
Q06498,
Q06499,
Q06500,R518726
Q06501,R070458
Q06502,
Q06503,
Q06504,
Q06505,R425356
Q06506,R686516
Q06507,
Q06508,R209723
Q06509,
Q06510,
Q06511,
Q06512,
Q06513,
Q06514,
Q06515,R999448
Q06516,
Q06517,
Q06518,
Q06519,
Q06520,
Q06521,
Q06522,
Q06523,
Q06524,
Q06525,
Q06526,
Q06527,R425352
Q06528,
Q06529,R986311
Q06530,
Q06531,
Q06532,
Q06533,
Q06534,
Q06535,
Q06536,R363103
Q06537,
Q06538,
Q06539,R511478
Q06540,
Q06541,
Q06542,R843080
Q06543,
Q06544,
Q06545,
Q06546,R741789
Q06547,R089947
Q06548,
Q06549,
Q06550,
Q06551,
Q06552,R276222
Q06553,
Q06554,R738737
Q06555,
Q06556,
Q06557,
Q06558,
Q06559,
Q06560,
Q06561,
Q06562,
Q06563,
Q06564,
Q06565,
Q06566,R970313
Q06567,
Q06568,
Q06569,
Q06570,
Q06571,R667470
Q06572,
Q06573,
Q06574,R952951
Q06575,
Q06576,
Q06577,
Q06578,
Q06579,
Q06580,
Q06581,
Q06582,
Q06583,R599760
Q06584,
Q06585,R199830
Q06586,
Q06587,
Q06588,
Q06589,
Q06590,
Q06591,
Q06592,
Q06593,R973206
Q06594,
Q06595,
Q06596,R701886
Q06597,
Q06598,
Q06599,
Q06600,R452286
Q06601,
Q06602,R059720
Q06603,
Q06604,
Q06605,
Q06606,
Q06607,
Q06608,R322385
Q06609,
Q06610,
Q06611,
Q06612,
Q06613,
Q06614,
Q06615,
Q06616,
Q06617,
Q06618,
Q06619,
Q06620,
Q06621,
Q06622,
Q06623,R249086
Q06624,
Q06625,
Q06626,
Q06627,
Q06628,
Q06629,R485866
Q06630,
Q06631,
Q06632,
Q06633,
Q06634,
Q06635,R737201
Q06636,
Q06637,
Q06638,
Q06639,
Q06640,R105196
Q06641,R857104
Q06642,R994358
Q06643,R094142
Q06644,
Q06645,
Q06646,
Q06647,R428413
Q06648,
Q06649,
Q06650,R393392
Q06651,R937006
Q06652,R276231
Q06653,
Q06654,
Q06655,
Q06656,R362029
Q06657,
Q06658,R871556
Q06659,
Q06660,
Q06661,
Q06662,
Q06663,
Q06664,
Q06665,
Q06666,
Q06667,
Q06668,
Q06669,
Q06670,
Q06671,R607378
Q06672,R082000
Q06673,
Q06674,
Q06675,
Q06676,
Q06677,
Q06678,
Q06679,R455558
Q06680,
Q06681,
Q06682,
Q06683,
Q06684,
Q06685,
Q06686,R038409
Q06687,
Q06688,
Q06689,
Q06690,R784792
Q06691,
Q06692,
Q06693,
Q06694,R347998
Q06695,R321738
Q06696,
Q06697,
Q06698,
Q06699,
Q06700,
Q06701,
Q06702,
Q06703,
Q06704,
Q06705,
Q06706,
Q06707,
Q06708,
Q06709,
Q06710,R308274
Q06711,
Q06712,
Q06713,R845838
Q06714,
Q06715,
Q06716,R561412
Q06717,R349374
Q06718,R707144
Q06719,R306719
Q06720,
Q06721,
Q06722,
Q06723,
Q06724,
Q06725,
Q06726,
Q06727,
Q06728,
Q06729,
Q06730,R757974
Q06731,
Q06732,
Q06733,
Q06734,
Q06735,
Q06736,
Q06737,
Q06738,
Q06739,R221315
Q06740,R810196
Q06741,
Q06742,
Q06743,
Q06744,
Q06745,
Q06746,R486123
Q06747,
Q06748,
Q06749,
Q06750,
Q06751,
Q06752,
Q06753,
Q06754,
Q06755,
Q06756,
Q06757,
Q06758,
Q06759,
Q06760,
Q06761,
Q06762,
Q06763,
Q06764,R107943
Q06765,
Q06766,R151603
Q06767,R920223
Q06768,
Q06769,
Q06770,
Q06771,
Q06772,R719677
Q06773,
Q06774,
Q06775,
Q06776,
Q06777,
Q06778,
Q06779,
Q06780,
Q06781,
Q06782,
Q06783,R698466
Q06784,
Q06785,
Q06786,R006606
Q06787,
Q06788,
Q06789,
Q06790,
Q06791,
Q06792,
Q06793,
Q06794,
Q06795,
Q06796,
Q06797,R520802
Q06798,
Q06799,
Q06800,R874170
Q06801,
Q06802,
Q06803,
Q06804,
Q06805,
Q06806,
Q06807,R382733
Q06808,
Q06809,R502164
Q06810,
Q06811,
Q06812,
Q06813,
Q06814,R698760
Q06815,
Q06816,
Q06817,
Q06818,R874458
Q06819,
Q06820,
Q06821,R665180
Q06822,
Q06823,
Q06824,
Q06825,
Q06826,
Q06827,
Q06828,R554432
Q06829,
Q06830,
Q06831,
Q06832,
Q06833,
Q06834,
Q06835,R003935
Q06836,
Q06837,
Q06838,
Q06839,R353618
Q06840,
Q06841,R538809
Q06842,
Q06843,R537394
Q06844,R588243
Q06845,R392157
Q06846,
Q06847,
Q06848,R342470
Q06849,
Q06850,
Q06851,
Q06852,
Q06853,
Q06854,
Q06855,R638365
Q06856,
Q06857,
Q06858,
Q06859,
Q06860,
Q06861,
Q06862,
Q06863,
Q06864,
Q06865,R084090
Q06866,
Q06867,
Q06868,R635976
Q06869,
Q06870,R851736
Q06871,R097143
Q06872,
Q06873,
Q06874,
Q06875,
Q06876,
Q06877,
Q06878,
Q06879,
Q06880,
Q06881,
Q06882,
Q06883,
Q06884,R879212
Q06885,
Q06886,
Q06887,
Q06888,
Q06889,
Q06890,R025200
Q06891,R202110
Q06892,
Q06893,
Q06894,R291100
Q06895,
Q06896,R994594
Q06897,
Q06898,
Q06899,R464276
Q06900,
Q06901,R176100
Q06902,
Q06903,
Q06904,
Q06905,R250406
Q06906,R641521
Q06907,
Q06908,
Q06909,
Q06910,R559365
Q06911,R574791
Q06912,
Q06913,
Q06914,
Q06915,
Q06916,
Q06917,
Q06918,
Q06919,R700731
Q06920,
Q06921,
Q06922,R333469
Q06923,
Q06924,R622407
Q06925,
Q06926,
Q06927,R420502
Q06928,
Q06929,
Q06930,
Q06931,
Q06932,
Q06933,
Q06934,
Q06935,
Q06936,
Q06937,
Q06938,
Q06939,
Q06940,
Q06941,
Q06942,
Q06943,
Q06944,
Q06945,
Q06946,
Q06947,R663317
Q06948,
Q06949,
Q06950,R373558
Q06951,
Q06952,
Q06953,R451982
Q06954,
Q06955,
Q06956,R692321
Q06957,R968512
Q06958,R361306
Q06959,
Q06960,
Q06961,R986985
Q06962,
Q06963,R065813
Q06964,
Q06965,R976813
Q06966,
Q06967,
Q06968,
Q06969,
Q06970,R327421
Q06971,R744041
Q06972,
Q06973,
Q06974,
Q06975,R325555
Q06976,
Q06977,
Q06978,R954275
Q06979,
Q06980,
Q06981,
Q06982,R641144
Q06983,R930516
Q06984,
Q06985,
Q06986,
Q06987,
Q06988,
Q06989,
Q06990,
Q06991,
Q06992,
Q06993,
Q06994,
Q06995,
Q06996,
Q06997,R030777
Q06998,
Q06999,
Q07000,
Q07001,
Q07002,R740730
Q07003,
Q07004,
Q07005,R685940
Q07006,
Q07007,
Q07008,
Q07009,
Q07010,
Q07011,
Q07012,R126892
Q07013,
Q07014,
Q07015,
Q07016,
Q07017,
Q07018,
Q07019,
Q07020,
Q07021,R346297
Q07022,
Q07023,
Q07024,
Q07025,
Q07026,
Q07027,
Q07028,
Q07029,
Q07030,
Q07031,
Q07032,
Q07033,
Q07034,
Q07035,
Q07036,
Q07037,
Q07038,
Q07039,
Q07040,R367938
Q07041,R402650
Q07042,
Q07043,R231540
Q07044,
Q07045,
Q07046,
Q07047,
Q07048,
Q07049,
Q07050,
Q07051,
Q07052,
Q07053,R834294
Q07054,
Q07055,
Q07056,
Q07057,
Q07058,
Q07059,R014159
Q07060,
Q07061,
Q07062,R719001
Q07063,R815835
Q07064,
Q07065,R820296
Q07066,R784201
Q07067,
Q07068,
Q07069,
Q07070,
Q07071,
Q07072,
Q07073,
Q07074,
Q07075,
Q07076,
Q07077,R712039
Q07078,R047215
Q07079,R395862
Q07080,
Q07081,
Q07082,R401634
Q07083,
Q07084,R882720
Q07085,
Q07086,
Q07087,
Q07088,R658606
